probeid	MSU6
232477_at NA
232478_at NA
232479_at NA
232480_at NA
232481_s_at NA
232482_at NA
232483_at NA
232484_at NA
232485_at NA
232486_at NA
232487_at NA
232488_at NA
232489_at NA
232490_s_at NA
232491_at NA
232492_at NA
232493_at NA
232494_at NA
232495_x_at NA
232496_at NA
232497_at NA
232498_at NA
232499_at NA
232500_at NA
232501_at NA
232502_at NA
232503_at NA
232504_at NA
232505_at NA
232506_s_at NA
232507_at NA
232508_at NA
232509_at NA
232510_s_at NA
232511_at NA
232512_at NA
232513_x_at NA
232514_at NA
232515_at NA
232516_x_at NA
232517_s_at NA
232518_at NA
232519_at NA
232520_s_at NA
232521_at NA
232522_at NA
232523_at NA
232524_x_at NA
232525_at NA
232526_at NA
232527_at NA
232528_at NA
232529_at NA
232530_at NA
232531_at NA
232532_at NA
232533_at NA
232534_at NA
232535_at NA
232536_at NA
232537_x_at NA
232538_at NA
232539_at NA
232540_x_at NA
232541_at NA
232542_at NA
232543_x_at NA
232544_at NA
232545_at NA
232546_at NA
232547_at NA
232548_at NA
232549_at NA
232550_at NA
232551_at NA
232552_at NA
232553_at NA
232554_at NA
232555_at NA
232556_at NA
232557_at NA
232558_at NA
232559_at NA
232560_at NA
232561_at NA
232562_at NA
232563_at NA
232564_at NA
232565_at NA
232566_at NA
232567_at NA
232568_at NA
232569_at NA
232570_s_at NA
232571_at NA
232572_at NA
232573_at NA
232574_at NA
232575_at NA
232576_at NA
232577_at NA
232578_at NA
232579_at NA
232580_x_at NA
232581_x_at NA
232582_at NA
232583_at NA
232584_at NA
232585_at NA
232586_x_at NA
232587_at NA
232588_at NA
232589_at NA
232590_at NA
232591_s_at NA
232592_at NA
232593_at NA
232594_at NA
232595_at NA
232596_at NA
232597_x_at NA
232598_at NA
232599_at NA
232600_at NA
232601_at NA
232602_at NA
232603_at NA
232604_at NA
232605_s_at NA
232606_at NA
232607_at NA
232608_x_at NA
232609_at NA
232610_at NA
232611_at NA
232612_s_at NA
232613_at NA
232614_at NA
232615_at NA
232616_at NA
232617_at NA
232618_at NA
232619_at NA
232620_at NA
232621_at NA
232622_at NA
232623_at NA
232624_at NA
232625_at NA
232626_at NA
232627_at NA
232628_at NA
232629_at NA
232630_at NA
232631_at NA
232632_at NA
232633_at NA
232634_at NA
232635_at NA
232636_at NA
232637_at NA
232638_at NA
232639_at NA
232640_at NA
232641_at NA
232642_at NA
232643_at NA
232644_x_at NA
232645_at NA
232646_at NA
232647_at NA
232648_at NA
232649_at NA
232650_at NA
232651_at NA
232652_x_at NA
232653_at NA
232654_s_at NA
232655_at NA
232656_at NA
232657_at NA
232658_at NA
232659_at NA
232660_at NA
232661_s_at NA
232662_x_at NA
232663_s_at NA
232664_at NA
232665_x_at NA
232666_at NA
232667_at NA
232668_at NA
232669_at NA
232670_at NA
232671_at NA
232672_x_at NA
232673_at NA
232674_at NA
232675_s_at NA
232676_x_at NA
232677_at NA
232678_at NA
232679_at NA
232680_at NA
232681_at NA
232682_at NA
232683_s_at NA
232684_at NA
232685_at NA
232686_at NA
232687_at NA
232688_at NA
232689_at NA
232690_at NA
232691_at NA
232692_at NA
232693_s_at NA
232694_at NA
232695_at NA
232696_at NA
232697_at NA
232698_at NA
232699_at NA
232700_at NA
232701_at NA
232702_at NA
232703_at NA
232704_s_at NA
232705_at NA
232706_s_at NA
232707_at NA
232708_at NA
232709_at NA
232710_at NA
232711_at NA
232712_at NA
232713_at NA
232714_at NA
232715_at NA
232716_at NA
232717_at NA
232718_at NA
232719_at NA
232720_at NA
232721_at NA
232722_at NA
232723_at NA
232724_at NA
232725_s_at NA
232726_at NA
232727_at NA
232729_at NA
232730_at NA
232731_x_at NA
232732_at NA
232733_s_at NA
232734_at NA
232735_at NA
232736_s_at NA
232737_s_at NA
232738_at NA
232739_at NA
232740_at NA
232741_at NA
232742_at NA
232743_at NA
232744_x_at NA
232745_x_at NA
232746_at NA
232747_at NA
232748_at NA
232749_at NA
232750_at NA
232751_at NA
232752_at NA
232753_at NA
232754_at NA
232755_at NA
232756_at NA
232757_at NA
232758_s_at NA
232759_at NA
232760_at NA
232761_at NA
232762_at NA
232763_at NA
232764_at NA
232765_x_at NA
232766_at NA
232767_at NA
232768_at NA
232769_at NA
232770_at NA
232771_at NA
232772_at NA
232773_at NA
232774_x_at NA
232775_at NA
232776_at NA
232777_s_at NA
232778_at NA
232779_at NA
232780_s_at NA
232781_at NA
232782_at NA
232783_at NA
232784_at NA
232785_at NA
232786_at NA
232787_at NA
232788_at NA
232789_at NA
232790_at NA
232791_at NA
232792_at NA
232793_at NA
232794_at NA
232795_at NA
232796_at NA
232797_at NA
232798_at NA
232799_at NA
232800_at NA
232801_at NA
232802_at NA
232803_at NA
232804_at NA
232805_at NA
232806_s_at NA
232807_at NA
232808_at NA
232809_s_at NA
232810_at NA
232811_x_at NA
232812_at NA
232813_s_at NA
232814_x_at NA
232815_at NA
232816_s_at NA
232817_at NA
232818_at NA
232819_s_at NA
232820_s_at NA
232821_at NA
232822_x_at NA
232823_at NA
232824_at NA
232825_s_at NA
232826_at NA
232827_at NA
232828_at NA
232829_at NA
232830_at NA
232831_at NA
232832_at NA
232833_at NA
232834_at NA
232835_at NA
232836_at NA
232837_at NA
232838_at NA
232839_at NA
232840_at NA
232841_at NA
232842_at NA
232843_s_at NA
232844_at NA
232845_at NA
232846_s_at NA
232847_at NA
232848_at NA
232849_at NA
232850_at NA
232851_at NA
232852_at NA
232853_at NA
232854_at NA
232855_at NA
232856_at NA
232857_at NA
232858_at NA
232859_s_at NA
232860_x_at NA
232861_at NA
232862_at NA
232863_at NA
232864_s_at NA
232865_at NA
232866_at NA
232867_at NA
232868_at NA
232869_at NA
232870_at NA
232871_at NA
232872_at NA
232873_at NA
232874_at NA
232875_at NA
232876_at NA
232877_at NA
232878_at NA
232879_at NA
232880_at NA
232881_at NA
232882_at NA
232883_at NA
232884_s_at NA
232885_at NA
232886_at NA
232887_at NA
232888_at NA
232889_at NA
232890_at NA
232891_at NA
232892_at NA
232893_at NA
232894_at NA
232895_s_at NA
232896_at NA
232897_at NA
232898_at NA
232899_at NA
232900_at NA
232901_at NA
232902_s_at NA
232903_at NA
232904_at NA
232905_at NA
232906_at NA
232907_at NA
232908_at NA
232909_s_at NA
232910_at NA
232911_at NA
232912_at NA
232913_at NA
232914_s_at NA
232915_at NA
232916_at NA
232917_at NA
232918_at NA
232919_at NA
232920_at NA
232921_at NA
232922_s_at NA
232923_at NA
232924_at NA
232925_at NA
232926_x_at NA
232927_at NA
232928_at NA
232929_at NA
232930_at NA
232931_at NA
232932_at NA
232933_at NA
232934_at NA
232935_at NA
232936_at NA
232937_at NA
232938_at NA
232939_at NA
232940_s_at NA
232941_at NA
232942_at NA
232943_at NA
232944_at NA
232945_at NA
232946_s_at NA
232947_at NA
232948_at NA
232949_at NA
232950_s_at NA
232951_at NA
232952_at NA
232953_at NA
232954_at NA
232955_at NA
232956_at NA
232957_x_at NA
232958_at NA
232959_at NA
232960_at NA
232961_at NA
232962_x_at NA
232963_at NA
232964_at NA
232965_at NA
232966_at NA
232967_at NA
232968_at NA
232969_at NA
232970_at NA
232971_at NA
232972_at NA
232973_at NA
232974_at NA
232975_at NA
232976_at NA
232977_x_at NA
232978_at NA
232979_at NA
232980_at NA
232981_s_at NA
232982_at NA
232983_s_at NA
232984_at NA
232985_s_at NA
232986_at NA
232987_at NA
232988_at NA
232989_s_at NA
232990_at NA
232991_at NA
232992_at NA
232993_at NA
232994_s_at NA
232995_at NA
232996_at NA
232997_at NA
232998_at NA
232999_at NA
233000_x_at NA
233001_at NA
233002_at NA
233003_at NA
233004_x_at NA
233005_at NA
233006_at NA
233007_at NA
233008_at NA
233009_at NA
233010_at NA
233011_at NA
233012_at NA
233013_x_at NA
233014_at NA
233015_at NA
233016_at NA
233017_x_at NA
233018_at NA
233019_at NA
233020_at NA
233021_at NA
233022_at NA
233023_at NA
233024_at NA
233025_at NA
233026_s_at NA
233027_at NA
233028_at NA
233029_at NA
233030_at NA
233031_at NA
233032_x_at NA
233033_at NA
233034_at NA
233035_at NA
233036_at NA
233037_at NA
233038_at NA
233039_at NA
233040_at NA
233041_x_at NA
233042_at NA
233043_at NA
233044_at NA
233045_at NA
233046_at NA
233047_at NA
233048_at NA
233049_x_at NA
233050_at NA
233051_at NA
233052_at NA
233053_at NA
233054_at NA
233055_at NA
233056_x_at NA
233057_at NA
233058_at NA
233059_at NA
233060_at NA
233061_at NA
233062_at NA
233063_s_at NA
233064_at NA
233065_at NA
233066_at NA
233067_at NA
233068_at NA
233069_at NA
233070_at NA
233071_at NA
233072_at NA
233073_at NA
233074_at NA
233075_at NA
233076_at NA
233077_at NA
233078_at NA
233079_at NA
233080_s_at NA
233081_at NA
233082_at NA
233083_at NA
233084_s_at NA
233085_s_at NA
233086_at NA
233087_at NA
233088_at NA
233089_at NA
233090_at NA
233091_at NA
233092_s_at NA
233093_s_at NA
233094_at NA
233095_at NA
233096_at NA
233097_x_at NA
233098_s_at NA
233099_at NA
233100_at NA
233101_at NA
233102_at NA
233103_at NA
233104_at NA
233105_at NA
233106_at NA
233107_at NA
233108_at NA
233109_at NA
233110_s_at NA
233111_at NA
233112_at NA
233113_at NA
233114_at NA
233115_at NA
233116_at NA
233117_at NA
233118_at NA
233119_at NA
233120_at NA
233121_at NA
233122_at NA
233123_at NA
233124_s_at NA
233125_at NA
233126_s_at NA
233127_at NA
233128_at NA
233129_at NA
233130_at NA
233131_at NA
233132_at NA
233133_at NA
233134_at NA
233135_at NA
233136_at NA
233137_at NA
233138_at NA
233139_at NA
233140_s_at NA
233141_s_at NA
233142_at NA
233143_at NA
233144_s_at NA
233145_at NA
233146_at NA
233147_at NA
233148_at NA
233149_at NA
233150_at NA
233151_s_at NA
233152_x_at NA
233153_at NA
233154_at NA
233155_at NA
233156_at NA
233157_x_at NA
233158_at NA
233159_at NA
233160_at NA
233161_at NA
233162_at NA
233163_at NA
233164_x_at NA
233165_at NA
233166_at NA
233167_at NA
233168_s_at NA
233169_at NA
233170_at NA
233171_at NA
233172_at NA
233173_x_at NA
233174_at NA
233175_at NA
233176_at NA
233177_s_at NA
233178_at NA
233179_x_at NA
233180_at NA
233181_at NA
233182_x_at NA
233183_at NA
233184_at NA
233185_at NA
233186_s_at NA
233187_s_at NA
233188_at NA
233189_at NA
233190_at NA
233191_at NA
233192_s_at NA
233193_x_at NA
233194_at NA
233195_at NA
233196_at NA
233197_at NA
233198_at NA
233200_at NA
233201_at NA
233202_at NA
233203_at NA
233204_at NA
233205_at NA
233206_at NA
233207_at NA
233208_x_at NA
233209_at NA
233210_at NA
233211_at NA
233212_at NA
233213_at NA
233214_at NA
233215_s_at NA
233216_at NA
233217_at NA
233218_at NA
233219_at NA
233220_at NA
233221_at NA
233222_at NA
233223_at NA
233224_at NA
233225_at NA
233226_at NA
233227_at NA
233228_at NA
233229_at NA
233230_s_at NA
233231_at NA
233232_at NA
233233_at NA
233234_at NA
233235_x_at NA
233236_at NA
233237_at NA
233238_s_at NA
233239_at NA
233240_at NA
233241_at NA
233242_at NA
233243_at NA
233244_at NA
233245_at NA
233246_at NA
233247_x_at NA
233248_at NA
233249_at NA
233250_x_at NA
233251_at NA
233252_s_at NA
233253_at NA
233254_x_at NA
233255_s_at NA
233256_at NA
233257_at NA
233258_at NA
233259_at NA
233260_at NA
233261_at NA
233262_at NA
233263_at NA
233264_at NA
233265_at NA
233266_at NA
233267_at NA
233268_s_at NA
233269_at NA
233270_x_at NA
233271_at NA
233272_at NA
233273_at NA
233274_at NA
233275_at NA
233276_at NA
233277_at NA
233278_at NA
233279_at NA
233280_at NA
233281_at NA
233282_at NA
233283_at NA
233284_at NA
233285_at NA
233286_at NA
233287_at NA
233288_at NA
233289_at NA
233290_at NA
233291_at NA
233292_s_at NA
233293_at NA
233294_at NA
233295_at NA
233296_x_at NA
233297_s_at NA
233298_at NA
233299_at NA
233300_at NA
233301_at NA
233302_at NA
233303_at NA
233304_at NA
233305_at NA
233306_at NA
233307_x_at NA
233308_at NA
233309_at NA
233310_at NA
233311_at NA
233312_at NA
233313_at NA
233314_at NA
233315_at NA
233316_at NA
233317_at NA
233318_at NA
233319_x_at NA
233320_at NA
233321_x_at NA
233322_at NA
233323_at NA
233324_at NA
233325_at NA
233326_at NA
233327_at NA
233328_x_at NA
233329_s_at NA
233330_s_at NA
233331_at NA
233332_at NA
233333_x_at NA
233334_x_at NA
233335_at NA
233336_at NA
233337_s_at NA
233338_at NA
233339_s_at NA
233340_at NA
233341_s_at NA
233342_at NA
233343_at NA
233344_x_at NA
233345_at NA
233346_at NA
233348_at NA
233349_at NA
233350_s_at NA
233351_at NA
233352_at NA
233353_at NA
233354_at NA
233355_at NA
233356_at NA
233357_at NA
233358_at NA
233359_at NA
233360_at NA
233361_at NA
233362_at NA
233363_at NA
233364_s_at NA
233365_at NA
233366_at NA
233367_at NA
233368_s_at NA
233369_at NA
233370_at NA
233371_at NA
233372_at NA
233373_at NA
233374_at NA
233375_at NA
233376_at NA
233377_at NA
233378_at NA
233379_at NA
233380_s_at NA
233381_at NA
233382_at NA
233383_at NA
233384_at NA
233385_x_at NA
233386_at NA
233387_s_at NA
233388_at NA
233389_at NA
233390_at NA
233391_at NA
233392_at NA
233393_at NA
233394_at NA
233395_at NA
233396_s_at NA
233397_at NA
233398_at NA
233399_x_at NA
233400_at NA
233401_at NA
233402_at NA
233403_x_at NA
233404_at NA
233405_at NA
233406_at NA
233407_at NA
233408_at NA
233409_at NA
233410_at NA
233411_at NA
233412_x_at NA
233413_at NA
233414_at NA
233415_at NA
233416_at NA
233417_at NA
233418_at NA
233419_at NA
233420_at NA
233421_s_at NA
233422_at NA
233423_at NA
233424_at NA
233425_at NA
233426_at NA
233427_x_at NA
233428_at NA
233429_at NA
233430_at NA
233431_x_at NA
233432_at NA
233433_at NA
233434_at NA
233435_at NA
233436_at NA
233437_at NA
233438_at NA
233439_at NA
233440_at NA
233441_at NA
233442_at NA
233443_at NA
233444_at NA
233445_at NA
233446_at NA
233447_at NA
233448_s_at NA
233449_at NA
233450_at NA
233451_at NA
233452_at NA
233453_at NA
233454_at NA
233455_at NA
233456_at NA
233457_at NA
233458_at NA
233459_at NA
233460_at NA
233461_x_at NA
233462_at NA
233463_at NA
233464_at NA
233465_at NA
233466_at NA
233467_s_at NA
233468_at NA
233469_at NA
233470_at NA
233471_at NA
233472_at NA
233473_x_at NA
233474_at NA
233475_at NA
233476_at NA
233477_at NA
233478_at NA
233479_at NA
233480_at NA
233481_at NA
233482_at NA
233483_at NA
233484_at NA
233485_at NA
233486_at NA
233487_s_at NA
233488_at NA
233489_at NA
233490_at NA
233491_at NA
233492_s_at NA
233493_at NA
233494_at NA
233495_at NA
233496_s_at NA
233497_at NA
233498_at NA
233499_at NA
233500_x_at NA
233501_at NA
233502_at NA
233503_at NA
233504_at NA
233505_at NA
233506_at NA
233507_at NA
233508_at NA
233509_at NA
233510_s_at NA
233511_at NA
233512_at NA
233513_at NA
233514_x_at NA
233515_at NA
233516_s_at NA
233517_s_at NA
233518_at NA
233519_at NA
233520_s_at NA
233521_at NA
233522_at NA
233523_at NA
233524_at NA
233525_s_at NA
233526_at NA
233527_at NA
233528_s_at NA
233529_at NA
233530_at NA
233531_at NA
233532_x_at NA
233533_at NA
233534_at NA
233535_at NA
233536_at NA
233537_at NA
233538_s_at NA
233539_at NA
233540_s_at NA
233541_at NA
233542_at NA
233543_s_at NA
233544_at NA
233545_at NA
233546_at NA
233547_x_at NA
233548_at NA
233549_at NA
233550_s_at NA
233551_at NA
233552_at NA
233553_at NA
233554_at NA
233555_s_at NA
233556_at NA
233557_s_at NA
233558_s_at NA
233559_s_at NA
233560_x_at NA
233561_at NA
233562_at NA
233563_s_at NA
233564_s_at NA
233565_s_at NA
233566_at NA
233567_at NA
233568_x_at NA
233569_at NA
233570_at NA
233571_x_at NA
233572_s_at NA
233573_s_at NA
233574_at NA
233575_s_at NA
233576_at NA
233577_at NA
233578_at NA
233579_at NA
233580_at NA
233581_at NA
233582_at NA
233583_at NA
233584_at NA
233585_at NA
233586_s_at NA
233587_s_at NA
233588_x_at NA
233589_x_at NA
233590_at NA
233591_at NA
233592_at NA
233593_at NA
233594_at NA
233595_at NA
233596_at NA
233597_at NA
233598_at NA
233599_at NA
233600_at NA
233601_at NA
233602_at NA
233603_at NA
233604_at NA
233605_x_at NA
233606_at NA
233607_at NA
233608_at NA
233609_at NA
233610_at NA
233611_at NA
233612_at NA
233613_x_at NA
233614_at NA
233615_at NA
233616_at NA
233617_at NA
233618_at NA
233619_at NA
233620_at NA
233621_s_at NA
233622_x_at NA
233623_at NA
233624_at NA
233625_x_at NA
233626_at NA
233627_at NA
233628_at NA
233629_at NA
233630_at NA
233631_x_at NA
233632_s_at NA
233633_at NA
233634_at NA
233635_at NA
233636_at NA
233637_at NA
233638_s_at NA
233639_at NA
233640_x_at NA
233641_s_at NA
233642_s_at NA
233643_at NA
233644_at NA
233645_s_at NA
233646_at NA
233647_s_at NA
233648_at NA
233649_at NA
233650_at NA
233651_s_at NA
233652_at NA
233653_at NA
233654_at NA
233655_s_at NA
233656_s_at NA
233657_at NA
233658_at NA
233659_at NA
233660_at NA
233661_at NA
233662_at NA
233663_s_at NA
233664_at NA
233665_x_at NA
233666_at NA
233667_at NA
233668_at NA
233669_s_at NA
233670_at NA
233671_at NA
233672_s_at NA
233673_at NA
233674_at NA
233675_s_at NA
233676_at NA
233677_at NA
233678_at NA
233679_at NA
233680_at NA
233681_at NA
233682_at NA
233683_at NA
233684_at NA
233685_at NA
233686_at NA
233687_s_at NA
233688_at NA
233689_at NA
233690_at NA
233691_at NA
233692_at NA
233693_at NA
233694_at NA
233695_s_at NA
233696_at NA
233697_at NA
233698_at NA
233699_at NA
233700_at NA
233701_at NA
233702_x_at NA
233703_x_at NA
233704_at NA
233705_at NA
233706_at NA
233707_at NA
233708_at NA
233709_at NA
233710_at NA
233711_at NA
233712_at NA
233713_at NA
233714_at NA
233715_at NA
233716_at NA
233717_x_at NA
233718_at NA
233719_s_at NA
233720_at NA
233721_x_at NA
233722_at NA
233723_at NA
233724_at NA
233725_at NA
233726_at NA
233727_at NA
233728_at NA
233729_at NA
233730_at NA
233731_at NA
233732_at NA
233733_at NA
233734_s_at NA
233735_at NA
233736_at NA
233737_s_at NA
233738_at NA
233739_at NA
233740_at NA
233741_at NA
233742_at NA
233743_x_at NA
233744_at NA
233745_at NA
233746_x_at NA
233747_at NA
233748_x_at NA
233749_at NA
233750_s_at NA
233751_at NA
233752_s_at NA
233753_at NA
233754_x_at NA
233755_at NA
233756_at NA
233757_x_at NA
233759_s_at NA
233760_at NA
233761_at NA
233762_at NA
233763_at NA
233764_s_at NA
233765_at NA
233766_at NA
233767_at NA
233768_at NA
233769_at NA
233770_at NA
233771_at NA
233772_at NA
233773_at NA
233774_at NA
233775_x_at NA
233776_at NA
233777_at NA
233778_at NA
233779_x_at NA
233780_at NA
233781_s_at NA
233782_at NA
233783_at NA
233784_at NA
233785_at NA
233786_at NA
233787_at NA
233788_at NA
233789_at NA
233790_at NA
233791_at NA
233792_at NA
233793_at NA
233794_at NA
233795_at NA
233796_at NA
233797_s_at NA
233798_at NA
233799_at NA
233800_at NA
233801_s_at NA
233802_at NA
233803_s_at NA
233804_at NA
233805_at NA
233806_at NA
233807_at NA
233808_at NA
233809_at NA
233810_x_at NA
233811_at NA
233812_at NA
233813_at NA
233814_at NA
233815_at NA
233816_at NA
233817_at NA
233818_at NA
233819_s_at NA
233820_at NA
233821_at NA
233822_x_at NA
233823_at NA
233824_at NA
233825_s_at NA
233826_at NA
233827_s_at NA
233828_at NA
233829_at NA
233830_at NA
233831_at NA
233832_at NA
233833_at NA
233834_at NA
233835_at NA
233836_at NA
233837_at NA
233838_at NA
233839_at NA
233840_at NA
233841_s_at NA
233842_x_at NA
233843_at NA
233844_at NA
233845_at NA
233846_at NA
233847_x_at NA
233848_x_at NA
233849_s_at NA
233850_s_at NA
233851_s_at NA
233852_at NA
233853_at NA
233854_x_at NA
233855_at NA
233856_at NA
233857_s_at NA
233858_at NA
233859_at NA
233860_s_at NA
233861_at NA
233862_at NA
233863_at NA
233864_s_at NA
233865_at NA
233866_at NA
233867_at NA
233868_x_at NA
233869_x_at NA
233870_at NA
233871_at NA
233872_x_at NA
233873_x_at NA
233874_at NA
233875_at NA
233876_at NA
233877_at NA
233878_s_at NA
233879_at NA
233880_at NA
233881_s_at NA
233882_s_at NA
233883_at NA
233884_at NA
233885_at NA
233886_at NA
233887_at NA
233888_s_at NA
233889_at NA
233890_at NA
233891_at NA
233892_at NA
233893_s_at NA
233894_x_at NA
233895_at NA
233896_s_at NA
233897_at NA
233898_s_at NA
233899_x_at NA
233900_at NA
233901_at NA
233902_at NA
233903_s_at NA
233904_at NA
233905_at NA
233906_at NA
233907_s_at NA
233908_x_at NA
233909_at NA
233910_at NA
233911_s_at NA
233912_x_at NA
233913_at NA
233914_s_at NA
233915_at NA
233916_at NA
233917_s_at NA
233918_at NA
233919_s_at NA
233920_at NA
233921_s_at NA
233922_at NA
233923_at NA
233924_s_at NA
233925_at NA
233926_at NA
233927_at NA
233928_at NA
233929_x_at NA
233930_at NA
233931_at NA
233932_at NA
233933_s_at NA
233934_at NA
233935_at NA
233936_s_at NA
233937_at NA
233938_at NA
233939_at NA
233940_at NA
233941_at NA
233942_at NA
233943_x_at NA
233944_at NA
233945_at NA
233946_at NA
233947_s_at NA
233948_at NA
233949_s_at NA
233950_at NA
233951_at NA
233952_s_at NA
233953_at NA
233954_at NA
233955_x_at NA
233956_at NA
233957_at NA
233958_at NA
233959_at NA
233960_s_at NA
233961_at NA
233962_at NA
233963_at NA
233964_at NA
233965_at NA
233966_at NA
233967_at NA
233968_at NA
233969_at NA
233970_s_at NA
233971_at NA
233972_s_at NA
233973_at NA
233974_s_at NA
233975_at NA
233976_at NA
233977_at NA
233978_at NA
233979_s_at NA
233980_s_at NA
233981_at NA
233982_x_at NA
233983_at NA
233984_at NA
233985_x_at NA
233986_s_at NA
233987_at NA
233988_x_at NA
233989_at NA
233990_at NA
233991_at NA
233992_x_at NA
233993_at NA
233994_at NA
233995_at NA
233996_x_at NA
233997_at NA
233998_x_at NA
233999_s_at NA
234000_s_at NA
234001_s_at NA
234002_at NA
234003_at NA
234004_at NA
234005_x_at NA
234006_s_at NA
234007_at NA
234008_s_at NA
234009_at NA
234010_at NA
234011_at NA
234012_at NA
234013_at NA
234014_at NA
234015_at NA
234016_at NA
234017_at NA
234018_s_at NA
234019_at NA
234020_x_at NA
234021_at NA
234022_at NA
234023_s_at NA
234024_at NA
234025_at NA
234026_at NA
234027_at NA
234028_at NA
234029_at NA
234030_at NA
234031_at NA
234032_at NA
234033_at NA
234034_at NA
234035_at NA
234036_x_at NA
234037_s_at NA
234038_at NA
234039_at NA
234040_at NA
234041_at NA
234042_at NA
234043_at NA
234044_at NA
234045_x_at NA
234046_at NA
234047_at NA
234048_s_at NA
234049_at NA
234050_at NA
234051_at NA
234052_at NA
234053_at NA
234054_at NA
234055_s_at NA
234056_at NA
234057_at NA
234058_at NA
234059_at NA
234060_at NA
234061_at NA
234062_at NA
234063_at NA
234064_at NA
234065_at NA
234066_at NA
234067_at NA
234068_s_at NA
234069_at NA
234070_at NA
234071_at NA
234072_at NA
234073_at NA
234074_at NA
234075_at NA
234076_at NA
234077_at NA
234078_at NA
234079_at NA
234080_at NA
234081_at NA
234082_at NA
234083_at NA
234084_x_at NA
234085_at NA
234086_at NA
234087_at NA
234088_at NA
234089_at NA
234090_at NA
234091_at NA
234092_s_at NA
234093_at NA
234094_x_at NA
234095_at NA
234096_at NA
234097_s_at NA
234098_at NA
234099_at NA
234100_at NA
234101_at NA
234102_at NA
234103_at NA
234104_at NA
234105_at NA
234106_s_at NA
234107_s_at NA
234108_at NA
234109_x_at NA
234110_at NA
234111_at NA
234112_at NA
234113_at NA
234114_at NA
234115_s_at NA
234116_at NA
234117_at NA
234118_at NA
234119_at NA
234120_at NA
234121_at NA
234122_at NA
234123_at NA
234124_at NA
234125_at NA
234126_at NA
234127_at NA
234128_at NA
234129_at NA
234130_at NA
234131_at NA
234132_at NA
234133_s_at NA
234134_at NA
234135_x_at NA
234136_at NA
234137_s_at NA
234138_at NA
234139_s_at NA
234140_s_at NA
234141_s_at NA
234142_at NA
234143_at NA
234144_at NA
234145_at NA
234146_at NA
234147_at NA
234148_at NA
234149_at NA
234150_at NA
234151_at NA
234152_at NA
234153_at NA
234154_at NA
234155_at NA
234156_at NA
234157_at NA
234158_at NA
234159_at NA
234160_at NA
234161_at NA
234162_at NA
234163_at NA
234164_at NA
234165_at NA
234166_at NA
234167_at NA
234168_at NA
234169_at NA
234170_at NA
234171_at NA
234172_at NA
234173_s_at NA
234174_at NA
234175_at NA
234176_at NA
234177_at NA
234178_at NA
234179_at NA
234180_at NA
234181_at NA
234182_at NA
234183_at NA
234184_at NA
234185_at NA
234186_at NA
234187_at NA
234188_at NA
234189_at NA
234190_at NA
234191_at NA
234192_s_at NA
234193_at NA
234194_at NA
234195_at NA
234196_at NA
234197_at NA
234198_at NA
234199_at NA
234200_at NA
234201_x_at NA
234202_at NA
234203_at NA
234204_at NA
234205_at NA
234206_at NA
234207_at NA
234208_at NA
234209_at NA
234210_x_at NA
234211_at NA
234212_at NA
234213_at NA
234214_at NA
234215_at NA
234216_at NA
234217_at NA
234218_at NA
234219_at NA
234220_at NA
234221_at NA
234222_at NA
234223_at NA
234224_at NA
234225_at NA
234226_at NA
234227_at NA
234228_at NA
234229_at NA
234230_at NA
234231_at NA
234232_at NA
234233_s_at NA
234234_at NA
234235_at NA
234236_at NA
234237_s_at NA
234238_at NA
234239_at NA
234240_at NA
234241_at NA
234242_at NA
234243_at NA
234244_at NA
234245_at NA
234246_at NA
234247_at NA
234248_at NA
234249_at NA
234250_at NA
234251_at NA
234252_at NA
234253_at NA
234254_at NA
234255_at NA
234256_at NA
234257_at NA
234258_at NA
234259_at NA
234260_at NA
234261_at NA
234262_at NA
234263_at NA
234264_at NA
234265_at NA
234266_at NA
234267_at NA
234268_at NA
234269_at NA
234270_at NA
234271_at NA
234272_at NA
234273_at NA
234274_at NA
234275_at NA
234276_at NA
234277_at NA
234278_at NA
234279_at NA
234280_at NA
234281_at NA
234282_at NA
234283_at NA
234284_at NA
234285_at NA
234286_at NA
234287_at NA
234288_at NA
234289_x_at NA
234290_x_at NA
234291_s_at NA
234292_s_at NA
234293_x_at NA
234294_x_at NA
234295_at NA
234296_s_at NA
234297_at NA
234298_at NA
234299_s_at NA
234300_s_at NA
234301_s_at NA
234302_s_at NA
234303_s_at NA
234304_s_at NA
234305_s_at NA
234306_s_at NA
234307_s_at NA
234308_at NA
234309_at NA
234310_s_at NA
234311_s_at NA
234312_s_at NA
234313_at NA
234314_at NA
234315_at NA
234316_x_at NA
234317_s_at NA
234318_x_at NA
234319_at NA
234320_at NA
234321_x_at NA
234322_at NA
234323_at NA
234324_at NA
234325_at NA
234326_at NA
234327_at NA
234328_at NA
234329_at NA
234330_at NA
234331_s_at NA
234332_at NA
234333_at NA
234334_s_at NA
234335_s_at NA
234336_s_at NA
234337_at NA
234338_s_at NA
234339_s_at NA
234340_at NA
234341_x_at NA
234342_at NA
234343_s_at NA
234344_at NA
234345_at NA
234346_x_at NA
234347_s_at NA
234348_at NA
234349_at NA
234350_at NA
234351_x_at NA
234352_x_at NA
234353_at NA
234354_x_at NA
234355_s_at NA
234356_at NA
234357_at NA
234358_at NA
234359_at NA
234360_at NA
234361_at NA
234362_s_at NA
234363_at NA
234364_at NA
234365_at NA
234366_x_at NA
234367_x_at NA
234368_at NA
234369_at NA
234370_at NA
234371_at NA
