probeid	MSU6
1569596_at NA
1569597_at NA
1569599_at NA
1569600_at NA
1569601_at NA
1569602_at NA
1569603_at NA
1569604_at NA
1569607_s_at NA
1569608_x_at NA
1569609_at NA
1569610_at NA
1569611_a_at NA
1569614_s_at NA
1569615_at NA
1569616_at NA
1569617_at NA
1569620_s_at NA
1569624_at NA
1569629_x_at NA
1569630_a_at NA
1569631_at NA
1569634_at NA
1569637_at NA
1569638_at NA
1569640_s_at NA
1569641_at NA
1569642_at NA
1569644_at NA
1569646_a_at NA
1569647_at NA
1569648_at NA
1569652_at NA
1569656_at NA
1569659_at NA
1569660_at NA
1569661_at NA
1569663_at NA
1569664_at NA
1569665_at NA
1569666_s_at NA
1569668_at NA
1569669_at NA
1569670_at NA
1569672_at NA
1569673_at NA
1569674_at NA
1569675_at NA
1569676_at NA
1569677_a_at NA
1569679_at NA
1569680_at NA
1569681_at NA
1569683_at NA
1569685_at NA
1569688_at NA
1569689_s_at NA
1569690_at NA
1569693_at NA
1569696_at NA
1569698_s_at NA
1569699_at NA
1569700_s_at NA
1569701_at NA
1569703_a_at NA
1569706_at NA
1569709_at NA
1569712_at NA
1569713_at NA
1569714_at NA
1569716_at NA
1569719_at NA
1569721_at NA
1569722_s_at NA
1569723_a_at NA
1569724_at NA
1569727_at NA
1569728_at NA
1569729_a_at NA
1569730_at NA
1569731_at NA
1569732_at NA
1569736_at NA
1569737_a_at NA
1569738_at NA
1569739_at NA
1569740_at NA
1569741_at NA
1569743_at NA
1569745_at NA
1569746_s_at NA
1569748_at NA
1569750_at NA
1569751_at NA
1569753_at NA
1569755_at NA
1569756_at NA
1569758_at NA
1569759_at NA
1569760_at NA
1569761_x_at NA
1569763_at NA
1569764_at NA
1569765_at NA
1569767_at NA
1569768_at NA
1569770_x_at NA
1569772_x_at NA
1569773_at NA
1569775_at NA
1569776_at NA
1569777_a_at NA
1569779_at NA
1569780_at NA
1569781_at NA
1569782_at NA
1569783_at NA
1569784_at NA
1569785_at NA
1569786_at NA
1569787_at NA
1569788_at NA
1569789_at NA
1569790_at NA
1569791_at NA
1569792_a_at NA
1569793_at NA
1569794_at NA
1569796_s_at NA
1569802_at NA
1569805_at NA
1569806_at NA
1569807_at NA
1569808_at NA
1569809_at NA
1569810_at NA
1569811_at NA
1569812_at NA
1569813_at NA
1569815_x_at NA
1569816_at NA
1569817_at NA
1569818_at NA
1569819_at NA
1569823_at NA
1569824_at NA
1569826_at NA
1569827_at NA
1569828_at NA
1569830_at NA
1569831_at NA
1569832_at NA
1569833_at NA
1569834_at NA
1569835_at NA
1569838_at NA
1569839_s_at NA
1569840_at NA
1569841_x_at NA
1569842_at NA
1569843_at NA
1569846_at NA
1569847_at NA
1569849_at NA
1569850_at NA
1569852_at NA
1569853_at NA
1569854_at NA
1569855_at NA
1569856_at NA
1569857_s_at NA
1569858_at NA
1569859_at NA
1569861_at NA
1569864_at NA
1569867_at NA
1569868_s_at NA
1569871_at NA
1569872_a_at NA
1569873_at NA
1569874_s_at NA
1569876_at NA
1569878_at NA
1569879_a_at NA
1569881_at NA
1569882_at NA
1569885_at NA
1569886_a_at NA
1569887_a_at NA
1569891_at NA
1569892_at NA
1569894_at NA
1569895_at NA
1569898_a_at NA
1569900_at NA
1569904_x_at NA
1569905_at NA
1569906_s_at NA
1569909_at NA
1569910_at NA
1569911_at NA
1569912_at NA
1569915_at NA
1569916_at NA
1569917_at NA
1569921_at NA
1569923_s_at NA
1569925_at NA
1569926_s_at NA
1569927_at NA
1569929_at NA
1569930_at NA
1569931_at NA
1569932_at NA
1569933_at NA
1569934_at NA
1569935_at NA
1569936_a_at NA
1569937_at NA
1569938_at NA
1569940_at NA
1569941_at NA
1569942_at NA
1569944_at NA
1569947_at NA
1569948_at NA
1569949_at NA
1569952_x_at NA
1569953_at NA
1569954_at NA
1569955_at NA
1569956_at NA
1569958_at NA
1569959_at NA
1569960_at NA
1569961_at NA
1569962_at NA
1569963_at NA
1569969_a_at NA
1569971_at NA
1569973_at NA
1569974_x_at NA
1569975_at NA
1569978_x_at NA
1569979_at NA
1569980_x_at NA
1569981_at NA
1569983_at NA
1569986_x_at NA
1569987_at NA
1569988_at NA
1569990_at NA
1569991_at NA
1569995_at NA
1569996_at NA
1569998_at NA
1569999_at NA
1570001_at NA
1570005_at NA
1570006_at NA
1570007_at NA
1570008_at NA
1570009_at NA
1570013_at NA
1570014_at NA
1570015_at NA
1570020_at NA
1570021_at NA
1570022_at NA
1570023_at NA
1570024_at NA
1570025_at NA
1570026_at NA
1570030_at NA
1570031_at NA
1570032_at NA
1570033_at NA
1570035_at NA
1570038_at NA
1570039_at NA
1570040_at NA
1570042_a_at NA
1570043_at NA
1570044_at NA
1570046_at NA
1570048_at NA
1570049_at NA
1570050_at NA
1570051_at NA
1570052_at NA
1570054_at NA
1570055_at NA
1570057_x_at NA
1570058_at NA
1570061_at NA
1570064_at NA
1570065_at NA
1570068_at NA
1570070_at NA
1570071_at NA
1570076_at NA
1570078_a_at NA
1570080_at NA
1570082_x_at NA
1570084_at NA
1570085_at NA
1570087_at NA
1570089_at NA
1570090_at NA
1570093_at NA
1570098_at NA
1570099_at NA
1570100_at NA
1570101_at NA
1570102_at NA
1570103_at NA
1570105_at NA
1570106_at NA
1570107_at NA
1570108_at NA
1570110_at NA
1570111_at NA
1570114_at NA
1570115_at NA
1570116_at NA
1570117_at NA
1570119_at NA
1570120_at NA
1570121_at NA
1570122_at NA
1570123_at NA
1570124_at NA
1570125_at NA
1570126_at NA
1570127_at NA
1570128_at NA
1570130_at NA
1570131_at NA
1570133_at NA
1570134_at NA
1570135_at NA
1570136_at NA
1570138_at NA
1570140_at NA
1570141_at NA
1570143_at NA
1570145_at NA
1570146_at NA
1570151_at NA
1570152_at NA
1570153_at NA
1570155_at NA
1570156_s_at NA
1570158_at NA
1570160_at NA
1570162_at NA
1570163_at NA
1570165_at NA
1570166_a_at NA
1570167_at NA
1570168_at NA
1570169_at NA
1570171_at NA
1570173_at NA
1570176_at NA
1570177_at NA
1570180_at NA
1570181_a_at NA
1570182_at NA
1570183_at NA
1570185_at NA
1570186_at NA
1570188_at NA
1570189_at NA
1570190_at NA
1570191_at NA
1570192_at NA
1570194_x_at NA
1570196_at NA
1570197_at NA
1570198_x_at NA
1570200_at NA
1570202_a_at NA
1570204_at NA
1570205_at NA
1570206_at NA
1570207_at NA
1570208_at NA
1570210_x_at NA
1570212_a_at NA
1570213_at NA
1570215_at NA
1570219_at NA
1570221_at NA
1570222_at NA
1570224_at NA
1570225_at NA
1570226_at NA
1570227_at NA
1570228_at NA
1570229_at NA
1570230_at NA
1570231_at NA
1570233_at NA
1570234_at NA
1570235_at NA
1570237_at NA
1570238_at NA
1570239_a_at NA
1570241_at NA
1570242_x_at NA
1570243_at NA
1570244_at NA
1570246_at NA
1570248_at NA
1570249_x_at NA
1570250_at NA
1570251_at NA
1570252_at NA
1570253_a_at NA
1570255_s_at NA
1570257_x_at NA
1570259_at NA
1570261_at NA
1570262_at NA
1570263_at NA
1570264_at NA
1570266_x_at NA
1570267_at NA
1570268_at NA
1570269_at NA
1570270_at NA
1570271_at NA
1570272_at NA
1570273_at NA
1570274_at NA
1570276_a_at NA
1570279_at NA
1570281_at NA
1570282_at NA
1570283_at NA
1570284_x_at NA
1570285_at NA
1570289_at NA
1570290_at NA
1570291_at NA
1570292_at NA
1570293_at NA
1570295_at NA
1570296_at NA
1570297_at NA
1570298_at NA
1570299_at NA
1570300_at NA
1570301_at NA
1570302_at NA
1570303_at NA
1570306_at NA
1570307_s_at NA
1570308_at NA
1570314_at NA
1570315_at NA
1570316_at NA
1570318_at NA
1570320_at NA
1570326_at NA
1570327_at NA
1570328_s_at NA
1570329_at NA
1570330_at NA
1570331_at NA
1570332_at NA
1570335_at NA
1570336_at NA
1570337_at NA
1570338_at NA
1570339_x_at NA
1570342_at NA
1570344_at NA
1570345_at NA
1570347_at NA
1570349_at NA
1570350_at NA
1570351_at NA
1570352_at NA
1570354_s_at NA
1570355_a_at NA
1570357_at NA
1570359_at NA
1570360_s_at NA
1570361_a_at NA
1570362_at NA
1570364_at NA
1570366_x_at NA
1570371_a_at NA
1570372_at NA
1570373_at NA
1570375_at NA
1570376_at NA
1570382_at NA
1570383_at NA
1570384_at NA
1570385_at NA
1570388_a_at NA
1570391_at NA
1570393_at NA
1570394_at NA
1570395_a_at NA
1570396_at NA
1570397_x_at NA
1570398_at NA
1570402_at NA
1570405_at NA
1570408_at NA
1570409_x_at NA
1570410_at NA
1570411_at NA
1570412_at NA
1570414_x_at NA
1570415_at NA
1570420_at NA
1570422_at NA
1570423_at NA
1570424_at NA
1570425_s_at NA
1570430_at NA
1570432_at NA
1570433_at NA
1570439_at NA
1570441_at NA
1570444_at NA
1570445_a_at NA
1570447_at NA
1570448_at NA
1570450_at NA
1570451_at NA
1570452_at NA
1570454_at NA
1570465_at NA
1570469_at NA
1570470_at NA
1570471_at NA
1570473_at NA
1570474_s_at NA
1570476_at NA
1570479_at NA
1570480_s_at NA
1570482_at NA
1570483_at NA
1570484_at NA
1570486_at NA
1570488_at NA
1570490_at NA
1570491_at NA
1570496_at NA
1570503_at NA
1570505_at NA
1570506_at NA
1570507_at NA
1570511_at NA
1570515_a_at NA
1570516_s_at NA
1570517_at NA
1570523_s_at NA
1570528_at NA
1570529_at NA
1570531_at NA
1570533_at NA
1570534_a_at NA
1570536_at NA
1570537_a_at NA
1570541_s_at NA
1570542_a_at NA
1570546_a_at NA
1570552_at NA
1570561_at NA
1570566_at NA
1570567_at NA
1570568_at NA
1570569_at NA
1570571_at NA
1570572_at NA
1570574_at NA
1570575_at NA
1570578_at NA
1570579_at NA
1570584_at NA
1570585_at NA
1570587_at NA
1570588_at NA
1570592_a_at NA
1570593_at NA
1570594_at NA
1570596_at NA
1570597_at NA
1570600_at NA
1570601_at NA
1570607_at NA
1570618_at NA
1570621_at NA
1570622_at NA
1570623_at NA
1570624_at NA
1570625_at NA
1570627_at NA
1570628_at NA
1570629_at NA
1570630_at NA
1570631_at NA
1570632_at NA
1570633_at NA
1570635_at NA
1570639_at NA
1570644_at NA
1570645_at NA
1570650_at NA
1570651_at NA
1570653_at NA
1598_g_at GAS6
160020_at MMP14
1729_at TRADD
1773_at NA
177_at PLD1
179_at DTX2P1-UPK3BP1-PMS2P11
1861_at BAD
200000_s_at PRPF8
200001_at CAPNS1
200002_at RPL35
200003_s_at RPL28
200004_at EIF4G2
200005_at EIF3D
200006_at PARK7
200007_at SRP14
200008_s_at GDI2
200009_at GDI2
200010_at RPL11
200011_s_at ARF3
200012_x_at NA
200013_at RPL24
200014_s_at HNRNPC
200015_s_at SEPTIN2
200016_x_at HNRNPA1
200017_at RPS27A
200018_at RPS13
200019_s_at FAU
200020_at TARDBP
200021_at CFL1
200022_at RPL18
200023_s_at EIF3F
200024_at RPS5
200025_s_at RPL27
200026_at RPL34
200027_at NARS1
200028_s_at STARD7
200029_at RPL19
200030_s_at SLC25A3
200031_s_at RPS11
200032_s_at RPL9
200033_at DDX5
200034_s_at NA
200035_at CTDNEP1
200036_s_at RPL10A
200037_s_at CBX3
200038_s_at NA
200039_s_at PSMB2
200040_at KHDRBS1
200041_s_at NA
200042_at RTCB
200043_at ERH
200044_at SRSF9
200045_at ABCF1
200046_at DAD1
200047_s_at YY1
200048_s_at JTB
200049_at KAT7
200050_at ZNF146
200051_at SART1
200052_s_at ILF2
200053_at SPAG7
200054_at ZPR1
200055_at TAF10
200056_s_at C1D
200057_s_at NONO
200058_s_at SNRNP200
200059_s_at RHOA
200060_s_at RNPS1
200061_s_at RPS24
200062_s_at RPL30
200063_s_at NPM1
200064_at HSP90AB1
200065_s_at ARF1
200066_at IK
200067_x_at SNX3
200068_s_at CANX
200069_at SART3
200070_at CNPPD1
200071_at SMNDC1
200072_s_at HNRNPM
200073_s_at HNRNPD
200074_s_at RPL14
200075_s_at GUK1
200076_s_at KXD1
200077_s_at OAZ1
200078_s_at ATP6V0B
200079_s_at KARS1
200080_s_at NA
200081_s_at RPS6
200082_s_at RPS7
200083_at USP22
200084_at C11orf58
200085_s_at ELOB
200086_s_at COX4I1
200087_s_at TMED2
200088_x_at NA
200089_s_at RPL4
200090_at FNTA
200091_s_at RPS25
200092_s_at RPL37
200093_s_at HINT1
200094_s_at EEF2
200095_x_at NA
200096_s_at ATP6V0E1
200097_s_at HNRNPK
200098_s_at ANAPC5
200099_s_at RPS3A
200593_s_at HNRNPU
200594_x_at HNRNPU
200595_s_at EIF3A
200596_s_at EIF3A
200597_at EIF3A
200598_s_at HSP90B1
200599_s_at HSP90B1
200600_at MSN
200601_at ACTN4
200602_at APP
200603_at PRKAR1A
200604_s_at PRKAR1A
200605_s_at PRKAR1A
200606_at DSP
200607_s_at RAD21
200608_s_at RAD21
200609_s_at WDR1
200610_s_at NCL
200611_s_at WDR1
200612_s_at AP2B1
200613_at AP2M1
200614_at CLTC
200615_s_at AP2B1
200616_s_at MLEC
200617_at MLEC
200618_at LASP1
200619_at SF3B2
200620_at TMEM59
200621_at CSRP1
200622_x_at NA
200623_s_at NA
200624_s_at MATR3
200625_s_at CAP1
200626_s_at MATR3
200627_at PTGES3
200628_s_at WARS1
200629_at WARS1
200630_x_at SET
200631_s_at SET
200632_s_at NDRG1
200633_at UBB
200634_at PFN1
200635_s_at PTPRF
200636_s_at PTPRF
200637_s_at PTPRF
200638_s_at YWHAZ
200639_s_at YWHAZ
200640_at YWHAZ
200641_s_at YWHAZ
200642_at SOD1
200643_at HDLBP
200644_at MARCKSL1
200645_at GABARAP
200646_s_at NUCB1
200647_x_at NA
200648_s_at GLUL
200649_at NUCB1
200650_s_at LDHA
200651_at RACK1
200652_at SSR2
200653_s_at NA
200654_at P4HB
200655_s_at NA
200656_s_at P4HB
200657_at SLC25A5
200658_s_at PHB1
200659_s_at PHB1
200660_at S100A11
200661_at CTSA
200662_s_at TOMM20
200663_at CD63
200664_s_at DNAJB1
200665_s_at SPARC
200666_s_at DNAJB1
200667_at UBE2D3
200668_s_at UBE2D3
200669_s_at UBE2D3
200670_at XBP1
200671_s_at SPTBN1
200672_x_at SPTBN1
200673_at LAPTM4A
200674_s_at RPL32
200675_at CD81
200676_s_at UBE2L3
200677_at PTTG1IP
200678_x_at GRN
200679_x_at HMGB1
200680_x_at HMGB1
200681_at GLO1
200682_s_at UBE2L3
200683_s_at UBE2L3
200684_s_at UBE2L3
200685_at SRSF11
200686_s_at SRSF11
200687_s_at SF3B3
200688_at SF3B3
200689_x_at EEF1G
200690_at HSPA9
200691_s_at HSPA9
200692_s_at HSPA9
200693_at YWHAQ
200694_s_at DDX24
200695_at PPP2R1A
200696_s_at GSN
200697_at HK1
200698_at KDELR2
200699_at KDELR2
200700_s_at KDELR2
200701_at NPC2
200702_s_at DDX24
200703_at DYNLL1
200704_at LITAF
200705_s_at EEF1B2
200706_s_at LITAF
200707_at PRKCSH
200708_at GOT2
200709_at FKBP1A
200710_at ACADVL
200711_s_at SKP1
200712_s_at MAPRE1
200713_s_at MAPRE1
200714_x_at OS9
200715_x_at RPL13A
200716_x_at RPL13A
200717_x_at RPL7
200718_s_at SKP1
200719_at SKP1
200720_s_at ACTR1A
200721_s_at ACTR1A
200722_s_at CAPRIN1
200723_s_at CAPRIN1
200724_at RPL10
200725_x_at RPL10
200726_at PPP1CC
200727_s_at ACTR2
200728_at ACTR2
200729_s_at ACTR2
200730_s_at PTP4A1
200731_s_at PTP4A1
200732_s_at PTP4A1
200733_s_at PTP4A1
200734_s_at ARF3
200735_x_at NACA
200736_s_at GPX1
200737_at PGK1
200738_s_at PGK1
200739_s_at SUMO3
200740_s_at SUMO3
200741_s_at RPS27
200742_s_at TPP1
200743_s_at TPP1
200744_s_at GNB1
200745_s_at GNB1
200746_s_at GNB1
200747_s_at NUMA1
200748_s_at FTH1
200749_at RAN
200750_s_at RAN
200751_s_at HNRNPC
200752_s_at CAPN1
200753_x_at SRSF2
200754_x_at SRSF2
200755_s_at CALU
200756_x_at CALU
200757_s_at CALU
200758_s_at NFE2L1
200759_x_at NFE2L1
200760_s_at ARL6IP5
200761_s_at ARL6IP5
200762_at DPYSL2
200763_s_at RPLP1
200764_s_at CTNNA1
200765_x_at CTNNA1
200766_at CTSD
200767_s_at FAM120A
200768_s_at MAT2A
200769_s_at MAT2A
200770_s_at LAMC1
200771_at LAMC1
200772_x_at PTMA
200773_x_at PTMA
200774_at FAM120A
200775_s_at HNRNPK
200776_s_at BZW1
200777_s_at BZW1
200778_s_at SEPTIN2
200779_at ATF4
200780_x_at GNAS
200781_s_at RPS15A
200782_at ANXA5
200783_s_at STMN1
200784_s_at LRP1
200785_s_at LRP1
200786_at PSMB7
200787_s_at PEA15
200788_s_at PEA15
200789_at ECH1
200790_at ODC1
200791_s_at IQGAP1
200792_at XRCC6
200793_s_at ACO2
200794_x_at DAZAP2
200795_at SPARCL1
200796_s_at MCL1
200797_s_at MCL1
200798_x_at MCL1
200799_at NA
200800_s_at NA
200801_x_at ACTB
200802_at SARS1
200803_s_at TMBIM6
200804_at TMBIM6
200805_at LMAN2
200806_s_at HSPD1
200807_s_at HSPD1
200808_s_at ZYX
200809_x_at RPL12
200810_s_at CIRBP
200811_at CIRBP
200812_at CCT7
200813_s_at PAFAH1B1
200814_at PSME1
200815_s_at PAFAH1B1
200816_s_at PAFAH1B1
200817_x_at RPS10
200818_at ATP5PO
200819_s_at RPS15
200820_at PSMD8
200821_at LAMP2
200822_x_at TPI1
200823_x_at RPL29
200824_at GSTP1
200825_s_at HYOU1
200826_at SNRPD2
200827_at PLOD1
200828_s_at ZNF207
200829_x_at ZNF207
200830_at PSMD2
200831_s_at SCD
200832_s_at SCD
200833_s_at RAP1B
200834_s_at RPS21
200835_s_at MAP4
200836_s_at MAP4
200837_at BCAP31
200838_at CTSB
200839_s_at CTSB
200840_at KARS1
200841_s_at EPRS1
200842_s_at EPRS1
200843_s_at EPRS1
200844_s_at PRDX6
200845_s_at PRDX6
200846_s_at PPP1CA
200847_s_at SARAF
200848_at AHCYL1
200849_s_at AHCYL1
200850_s_at AHCYL1
200851_s_at IST1
200852_x_at GNB2
200853_at H2AZ1
200854_at NCOR1
200855_at NCOR1
200856_x_at NCOR1
200857_s_at NCOR1
200858_s_at RPS8
200859_x_at FLNA
200860_s_at CNOT1
200861_at CNOT1
200862_at DHCR24
200863_s_at RAB11A
200864_s_at RAB11A
200865_at EIF3F
200866_s_at PSAP
200867_at RNF114
200868_s_at RNF114
200869_at RPL18A
200870_at STRAP
200871_s_at PSAP
200872_at S100A10
200873_s_at CCT8
200874_s_at NOP56
200875_s_at NOP56
200876_s_at PSMB1
200877_at CCT4
200878_at EPAS1
200879_s_at EPAS1
200880_at DNAJA1
200881_s_at DNAJA1
200882_s_at PSMD4
200883_at UQCRC2
200884_at CKB
200885_at NA
200886_s_at PGAM1
200887_s_at STAT1
200888_s_at RPL23
200889_s_at SSR1
200890_s_at SSR1
200891_s_at SSR1
200892_s_at TRA2B
200893_at TRA2B
200894_s_at FKBP4
200895_s_at FKBP4
200896_x_at HDGF
200897_s_at PALLD
200898_s_at OGA
200899_s_at OGA
200900_s_at M6PR
200901_s_at M6PR
200902_at SELENOF
200903_s_at AHCY
200904_at HLA-E
200905_x_at HLA-E
200906_s_at PALLD
200907_s_at PALLD
200908_s_at RPLP2
200909_s_at RPLP2
200910_at CCT3
200911_s_at TACC1
200912_s_at EIF4A2
200913_at PPM1G
200914_x_at KTN1
200915_x_at KTN1
200916_at TAGLN2
200917_s_at SRPRA
200918_s_at SRPRA
200919_at PHC2
200920_s_at BTG1
200921_s_at BTG1
200922_at KDELR1
200923_at LGALS3BP
200924_s_at SLC3A2
200925_at COX6A1
200926_at RPS23
200927_s_at RAB14
200928_s_at RAB14
200929_at TMED10
200930_s_at VCL
200931_s_at VCL
200932_s_at DCTN2
200933_x_at RPS4X
200934_at DEK
200935_at CALR
200936_at RPL8
200937_s_at RPL5
200938_s_at RERE
200939_s_at RERE
200940_s_at RERE
200941_at HSBP1
200942_s_at HSBP1
200943_at HMGN1
200944_s_at HMGN1
200945_s_at SEC31A
200946_x_at GLUD1
200947_s_at GLUD1
200948_at MLF2
200949_x_at RPS20
200950_at ARPC1A
200951_s_at CCND2
200952_s_at CCND2
200953_s_at CCND2
200954_at ATP6V0C
200955_at IMMT
200956_s_at SSRP1
200957_s_at SSRP1
200958_s_at SDCBP
200959_at FUS
200960_x_at CLTA
200961_at SEPHS2
200962_at RPL31
200963_x_at RPL31
200964_at UBA1
200965_s_at ABLIM1
200966_x_at ALDOA
200967_at PPIB
200968_s_at PPIB
200969_at SERP1
200970_s_at SERP1
200971_s_at SERP1
200972_at TSPAN3
200973_s_at TSPAN3
200974_at ACTA2
200975_at PPT1
200976_s_at TAX1BP1
200977_s_at TAX1BP1
200978_at MDH1
200979_at PDHA1
200980_s_at PDHA1
200981_x_at GNAS
200982_s_at ANXA6
200983_x_at CD59
200984_s_at CD59
200985_s_at CD59
200986_at SERPING1
200987_x_at PSME3
200988_s_at PSME3
200989_at HIF1A
200990_at TRIM28
200991_s_at SNX17
200992_at IPO7
200993_at IPO7
200994_at IPO7
200995_at IPO7
200996_at ACTR3
200997_at NA
200998_s_at CKAP4
200999_s_at CKAP4
201000_at AARS1
201001_s_at NA
201002_s_at NA
201003_x_at NA
201004_at SSR4
201005_at CD9
201006_at PRDX2
201007_at HADHB
201008_s_at TXNIP
201009_s_at TXNIP
201010_s_at TXNIP
201011_at RPN1
201012_at ANXA1
201013_s_at PAICS
201014_s_at PAICS
201015_s_at JUP
201016_at EIF1AX
201017_at EIF1AX
201018_at EIF1AX
201019_s_at EIF1AX
201020_at YWHAH
201021_s_at DSTN
201022_s_at DSTN
201023_at TAF7
201024_x_at EIF5B
201025_at EIF5B
201026_at EIF5B
201027_s_at EIF5B
201028_s_at CD99
201029_s_at CD99
201030_x_at LDHB
201031_s_at HNRNPH1
201032_at BLCAP
201033_x_at RPLP0
201034_at ADD3
201035_s_at HADH
201036_s_at HADH
201037_at PFKP
201038_s_at ANP32A
201039_s_at RAD23A
201040_at GNAI2
201041_s_at DUSP1
201042_at TGM2
201043_s_at ANP32A
201044_x_at DUSP1
201045_s_at RAB6A
201046_s_at RAD23A
201047_x_at RAB6A
201048_x_at RAB6A
201049_s_at RPS18
201050_at PLD3
201051_at ANP32A
201052_s_at PSMF1
201053_s_at PSMF1
201054_at HNRNPA0
201055_s_at HNRNPA0
201056_at GOLGB1
201057_s_at GOLGB1
201058_s_at MYL9
201059_at CTTN
201060_x_at STOM
201061_s_at STOM
201062_at STOM
201063_at RCN1
201064_s_at PABPC4
201065_s_at NA
201066_at CYC1
201067_at PSMC2
201068_s_at PSMC2
201069_at MMP2
201070_x_at SF3B1
201071_x_at SF3B1
201072_s_at SMARCC1
201073_s_at SMARCC1
201074_at SMARCC1
201075_s_at SMARCC1
201076_at SNU13
201077_s_at SNU13
201078_at TM9SF2
201079_at SYNGR2
201080_at PIP4K2B
201081_s_at PIP4K2B
201082_s_at DCTN1
201083_s_at BCLAF1
201084_s_at BCLAF1
201085_s_at SON
201086_x_at SON
201087_at PXN
201088_at KPNA2
201089_at ATP6V1B2
201090_x_at TUBA1B
201091_s_at CBX3
201092_at RBBP7
201093_x_at SDHA
201094_at RPS29
201095_at DAP
201096_s_at ARF4
201097_s_at ARF4
201098_at COPB2
201099_at USP9X
201100_s_at USP9X
201101_s_at BCLAF1
201102_s_at PFKL
201103_x_at NA
201104_x_at NA
201105_at LGALS1
201106_at GPX4
201107_s_at THBS1
201108_s_at THBS1
201109_s_at THBS1
201110_s_at THBS1
201111_at CSE1L
201112_s_at CSE1L
201113_at TUFM
201114_x_at PSMA7
201115_at POLD2
201116_s_at CPE
201117_s_at CPE
201118_at PGD
201119_s_at COX8A
201120_s_at PGRMC1
201121_s_at PGRMC1
201122_x_at EIF5A
201123_s_at EIF5A
201124_at ITGB5
201125_s_at ITGB5
201126_s_at MGAT1
201127_s_at ACLY
201128_s_at ACLY
201129_at SRSF7
201130_s_at CDH1
201131_s_at CDH1
201132_at NA
201133_s_at PJA2
201134_x_at COX7C
201135_at ECHS1
201136_at PLP2
201137_s_at HLA-DPB1
201138_s_at SSB
201139_s_at SSB
201140_s_at RAB5C
201141_at GPNMB
201142_at EIF2S1
201143_s_at EIF2S1
201144_s_at EIF2S1
201145_at HAX1
201146_at NFE2L2
201147_s_at TIMP3
201148_s_at TIMP3
201149_s_at TIMP3
201150_s_at TIMP3
201151_s_at MBNL1
201152_s_at MBNL1
201153_s_at MBNL1
201154_x_at RPL4
201155_s_at MFN2
201156_s_at RAB5C
201157_s_at NMT1
201158_at NMT1
201159_s_at NMT1
201160_s_at YBX3
201161_s_at YBX3
201162_at IGFBP7
201163_s_at IGFBP7
201164_s_at PUM1
201165_s_at PUM1
201166_s_at PUM1
201167_x_at ARHGDIA
201168_x_at ARHGDIA
201169_s_at BHLHE40
201170_s_at BHLHE40
201171_at ATP6V0E1
201172_x_at ATP6V0E1
201173_x_at NUDC
201174_s_at TERF2IP
201175_at TMX2
201176_s_at ARCN1
201177_s_at UBA2
201178_at FBXO7
201179_s_at GNAI3
201180_s_at GNAI3
201181_at GNAI3
201182_s_at CHD4
201183_s_at CHD4
201184_s_at CHD4
201185_at HTRA1
201186_at LRPAP1
201187_s_at ITPR3
201188_s_at ITPR3
201189_s_at ITPR3
201190_s_at PITPNA
201191_at PITPNA
201192_s_at PITPNA
201193_at IDH1
201194_at SELENOW
201195_s_at SLC7A5
201196_s_at AMD1
201197_at AMD1
201198_s_at PSMD1
201199_s_at PSMD1
201200_at CREG1
201201_at CSTB
201202_at PCNA
201203_s_at RRBP1
201204_s_at RRBP1
201205_at RRBP1
201206_s_at RRBP1
201207_at TNFAIP1
201208_s_at TNFAIP1
201209_at HDAC1
201210_at DDX3X
201211_s_at DDX3X
201212_at LGMN
201213_at PPP1R7
201214_s_at PPP1R7
201215_at PLS3
201216_at ERP29
201217_x_at RPL3
201218_at CTBP2
201219_at CTBP2
201220_x_at CTBP2
201221_s_at SNRNP70
201222_s_at RAD23B
201223_s_at RAD23B
201224_s_at SRRM1
201225_s_at SRRM1
201226_at NDUFB8
201227_s_at NDUFB8
201228_s_at ARIH2
201229_s_at ARIH2
201230_s_at ARIH2
201231_s_at ENO1
201232_s_at PSMD13
201233_at PSMD13
201234_at ILK
201235_s_at BTG2
201236_s_at BTG2
201237_at CAPZA2
201238_s_at CAPZA2
201239_s_at NA
201240_s_at SPCS2
201241_at DDX1
201242_s_at ATP1B1
201243_s_at ATP1B1
201244_s_at RAF1
201245_s_at OTUB1
201246_s_at OTUB1
201247_at SREBF2
201248_s_at SREBF2
201249_at SLC2A1
201250_s_at SLC2A1
201251_at PKM
201252_at PSMC4
201253_s_at CDIPT
201254_x_at RPS6
201255_x_at BAG6
201256_at COX7A2L
201257_x_at RPS3A
201258_at RPS16
201259_s_at SYPL1
201260_s_at SYPL1
201261_x_at BGN
201262_s_at BGN
201263_at TARS1
201264_at COPE
201265_at NA
201266_at TXNRD1
201267_s_at PSMC3
201268_at NA
201269_s_at NUDCD3
201270_x_at NUDCD3
201271_s_at RALY
201272_at AKR1B1
201273_s_at SRP9
201274_at PSMA5
201275_at FDPS
201276_at RAB5B
201277_s_at HNRNPAB
201278_at DAB2
201279_s_at DAB2
201280_s_at DAB2
201281_at ADRM1
201282_at OGDH
201283_s_at TRAK1
201284_s_at APEH
201285_at MKRN1
201286_at SDC1
201287_s_at SDC1
201288_at ARHGDIB
201289_at CCN1
201290_at SEC11A
201291_s_at TOP2A
201292_at TOP2A
201293_x_at PPIA
201294_s_at WSB1
201295_s_at WSB1
201296_s_at WSB1
201297_s_at MOB1A
201298_s_at MOB1A
